Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
glutamine family amino acid biosynthetic process (GO:0009084)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	GLUL
induction of positive chemotaxis (GO:0050930)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	VEGFA
sphingomyelin metabolic process (GO:0006684)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SGMS2
lipoprotein biosynthetic process (GO:0042158)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	UGCG
synaptic vesicle transport (GO:0048489)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	RAB27A
t-circle formation (GO:0090656)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SLX1A
telomere maintenance via recombination (GO:0000722)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SMC6
telomere maintenance via telomere trimming (GO:0090737)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SLX1A
urate metabolic process (GO:0046415)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SLC2A9
negative regulation of centrosome duplication (GO:0010826)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	KAT2B
negative regulation of homotypic cell-cell adhesion (GO:0034111)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PRKCD
negative regulation of interleukin-17 production (GO:0032700)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	TLR4
negative regulation of lymphocyte migration (GO:2000402)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PADI2
negative regulation of protein maturation (GO:1903318)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	LRRK2
negative regulation of steroid biosynthetic process (GO:0010894)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SNAI1
nucleus localization (GO:0051647)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SYNE2
positive regulation by host of viral process (GO:0044794)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	IGF2R
positive regulation of bone resorption (GO:0045780)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PRKCA
positive regulation of ceramide biosynthetic process (GO:2000304)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PRKCD
positive regulation of chondrocyte differentiation (GO:0032332)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	SOX6
positive regulation of integrin activation (GO:0033625)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PLEK
positive regulation of leukocyte apoptotic process (GO:2000108)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	HCAR2
positive regulation of lipid localization (GO:1905954)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	LRP1
positive regulation of macrophage differentiation (GO:0045651)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PRKCA
positive regulation of neuroblast proliferation (GO:0002052)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	VEGFA
positive regulation of sphingolipid biosynthetic process (GO:0090154)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PRKCD
positive regulation of vacuole organization (GO:0044090)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	GRN
protein kinase C signaling (GO:0070528)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	PLEK
protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205)	1/11	0.19931318386921895	0.4046712494733089	0	0	4.909774436090226	7.918866697062786	DGKD
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	5/155	0.1995942671605942	0.40490082816248485	0	0	1.641350210970464	2.644984387570843	SLCO3A1;IL1RAP;CD36;TLR4;TLR2
regulation of protein-containing complex assembly (GO:0043254)	4/116	0.2028905801015326	0.4108960487770534	0	0	1.7575757575757576	2.8034888076744875	CDC42;LGALS3;CD36;VEGFA
tumor necrosis factor-mediated signaling pathway (GO:0033209)	4/116	0.2028905801015326	0.4108960487770534	0	0	1.7575757575757576	2.8034888076744875	EIF5A;TNFSF9;TNFRSF1B;TNFSF13B
peptidyl-serine phosphorylation (GO:0018105)	5/156	0.20310336627697442	0.4109816227770851	0	0	1.6303965127001425	2.5989176419640794	SMG1;LRRK2;PRKCD;PRKCA;MASTL
cellular respiration (GO:0045333)	2/42	0.20497884032609562	0.41338828885848566	0	0	2.457286432160804	3.8944267728254114	MTFR2;SDHB
ceramide biosynthetic process (GO:0046513)	2/42	0.20497884032609562	0.41338828885848566	0	0	2.457286432160804	3.8944267728254114	SGMS2;ST6GALNAC4
negative regulation of protein catabolic process (GO:0042177)	2/42	0.20497884032609562	0.41338828885848566	0	0	2.457286432160804	3.8944267728254114	FLNA;TIMP1
positive regulation of epithelial to mesenchymal transition (GO:0010718)	2/42	0.20497884032609562	0.41338828885848566	0	0	2.457286432160804	3.8944267728254114	JAG1;SNAI1
recombinational repair (GO:0000725)	3/79	0.21015231455745015	0.41626810008009524	0	0	1.9412700517035661	3.0282312277750343	NABP1;SLX1A;SMC6
T cell receptor signaling pathway (GO:0050852)	5/158	0.21018305872383644	0.41626810008009524	0	0	1.6089186729544138	2.5095534074065555	CD4;GRAP2;PTPRJ;CD3D;PAG1
positive regulation of protein phosphorylation (GO:0001934)	10/371	0.21099940228632963	0.41626810008009524	0	0	1.3665033027913915	2.126142459127609	CENPE;CSF1R;XRCC6;CD4;SLCO3A1;LRRK2;PLAUR;PTPRJ;FPR2;VEGFA
adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)	4/118	0.21119873261853153	0.41626810008009524	0	0	1.7265638844586213	2.6847304019439324	GPR65;LPAR1;S1PR3;ADRB2
cellular glucose homeostasis (GO:0001678)	2/43	0.2123228119651056	0.41626810008009524	0	0	2.397230052702537	3.7148614729709855	HK2;HK1
negative regulation of proteolysis (GO:0045861)	2/43	0.2123228119651056	0.41626810008009524	0	0	2.397230052702537	3.7148614729709855	LRRK2;TIMP1
negative regulation of type I interferon production (GO:0032480)	2/43	0.2123228119651056	0.41626810008009524	0	0	2.397230052702537	3.7148614729709855	SIRPA;HAVCR2
adipose tissue development (GO:0060612)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	ZNF516
regulation of actin filament depolymerization (GO:0030834)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	PLEK
regulation of actin nucleation (GO:0051125)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	ARF1
attachment of mitotic spindle microtubules to kinetochore (GO:0051315)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	CENPE
regulation of axon regeneration (GO:0048679)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	GRN
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	SOCS1
calcineurin-mediated signaling (GO:0097720)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	SULT1A3
carboxylic acid catabolic process (GO:0046395)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	NPL
cell cycle checkpoint signaling (GO:0000075)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	NABP1
regulation of DNA-dependent DNA replication (GO:0090329)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	TICRR
regulation of hemopoiesis (GO:1903706)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	LGALS3
depurination (GO:0045007)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	NEIL3
dermatan sulfate biosynthetic process (GO:0030208)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	VCAN
epithelial cell-cell adhesion (GO:0090136)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	VCL
regulation of pseudopodium assembly (GO:0031272)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	CDC42
eye photoreceptor cell differentiation (GO:0001754)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	VEGFA
ganglion development (GO:0061548)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	SEMA3A
glutamine metabolic process (GO:0006541)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	GLUL
Golgi localization (GO:0051645)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	CDC42
sensory perception of taste (GO:0050909)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	CD36
sphingoid metabolic process (GO:0046519)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	NAAA
melanocyte differentiation (GO:0030318)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	MITF
toll-like receptor 3 signaling pathway (GO:0034138)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	UNC93B1
mesoderm morphogenesis (GO:0048332)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	SNAI1
tricarboxylic acid metabolic process (GO:0072350)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	IDH3G
mitotic nuclear membrane disassembly (GO:0007077)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	PRKCA
modulation by host of viral process (GO:0044788)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	IGF2R
morphogenesis of a polarized epithelium (GO:0001738)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	ACTB
negative regulation of calcineurin-mediated signaling (GO:0106057)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	HOMER3
negative regulation of calcineurin-NFAT signaling cascade (GO:0070885)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	HOMER3
negative regulation of complement activation (GO:0045916)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	VSIG4
neurotransmitter uptake (GO:0001504)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	GLUL
positive regulation of actin filament depolymerization (GO:0030836)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	PLEK
positive regulation of branching involved in ureteric bud morphogenesis (GO:0090190)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	VEGFA
positive regulation of cellular senescence (GO:2000774)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	ABI3
positive regulation of leukocyte proliferation (GO:0070665)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	CSF1R
positive regulation of neuroinflammatory response (GO:0150078)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	STAP1
positive regulation of protein depolymerization (GO:1901881)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	PLEK
positive regulation of pseudopodium assembly (GO:0031274)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	CDC42
positive regulation of T-helper 1 type immune response (GO:0002827)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	SLC11A1
positive regulation of vascular permeability (GO:0043117)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	VEGFA
protein localization to condensed chromosome (GO:1903083)	1/12	0.2153357099246634	0.41626810008009524	0	0	4.463203463203463	6.853503441418336	KNL1
glycerophospholipid metabolic process (GO:0006650)	3/80	0.21536085340708652	0.41626810008009524	0	0	1.9159606136936111	2.941843081680188	CSF1R;PLEK;PLCB2
negative regulation of cellular component organization (GO:0051129)	3/80	0.21536085340708652	0.41626810008009524	0	0	1.9159606136936111	2.941843081680188	CDC42;LGALS3;VEGFA
innate immune response activating cell surface receptor signaling pathway (GO:0002220)	4/119	0.21538851485472146	0.41626810008009524	0	0	1.7114624505928853	2.627628556856862	TYROBP;FCER1G;PRKCD;LILRA2
hexose biosynthetic process (GO:0019319)	2/44	0.2196916931415981	0.4235655843770011	0	0	2.340033500837521	3.5463912296598648	PGAM1;CHST15
intracellular steroid hormone receptor signaling pathway (GO:0030518)	2/44	0.2196916931415981	0.4235655843770011	0	0	2.340033500837521	3.5463912296598648	WBP2;PADI2
neurogenesis (GO:0022008)	2/44	0.2196916931415981	0.4235655843770011	0	0	2.340033500837521	3.5463912296598648	LPAR1;TRAK2
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	3/82	0.225857659104347	0.4281739810519351	0	0	1.8672639734719254	2.7782092726438217	CDKN2C;CCNE2;ACTB
regulation of G protein-coupled receptor signaling pathway (GO:0008277)	3/82	0.225857659104347	0.4281739810519351	0	0	1.8672639734719254	2.7782092726438217	PDE6H;CCL5;PLEK
amino acid transmembrane transport (GO:0003333)	2/45	0.2270815619658121	0.4281739810519351	0	0	2.2854972537104126	3.3881263125594305	SLC36A1;SLC7A7
mitotic G2/M transition checkpoint (GO:0044818)	2/45	0.2270815619658121	0.4281739810519351	0	0	2.2854972537104126	3.3881263125594305	NABP1;TICRR
protein deacetylation (GO:0006476)	2/45	0.2270815619658121	0.4281739810519351	0	0	2.2854972537104126	3.3881263125594305	FLNA;HDAC9
epithelium development (GO:0060429)	4/122	0.22809115315158518	0.4281739810519351	0	0	1.667693888032871	2.4648681357179996	LGALS3;VCL;CTSB;VEGFA
protein neddylation (GO:0045116)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	DCUN1D1
purine ribonucleoside triphosphate metabolic process (GO:0009205)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	LRRK2
regulation of actomyosin structure organization (GO:0110020)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CDC42
regulation of autophagosome maturation (GO:1901096)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	ADRB2
regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	TLR4
cardiac right ventricle morphogenesis (GO:0003215)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	JAG1
regulation of fibrinolysis (GO:0051917)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	USF1
cellular response to interleukin-15 (GO:0071350)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CD4
chromatin organization involved in regulation of transcription (GO:0034401)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	PADI2
regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	ITGB2
cytoplasmic sequestering of protein (GO:0051220)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	FLNA
dermatan sulfate metabolic process (GO:0030205)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	VCAN
regulation of nucleocytoplasmic transport (GO:0046822)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	MX2
endochondral bone morphogenesis (GO:0060350)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	INPPL1
regulation of receptor signaling pathway via STAT (GO:1904892)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	DOT1L
regulation of tube diameter (GO:0035296)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	SCPEP1
glucose import (GO:0046323)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	SLC2A3
interleukin-15-mediated signaling pathway (GO:0035723)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CD4
semaphorin-plexin signaling pathway involved in neuron projection guidance (GO:1902285)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	SEMA3A
kinetochore organization (GO:0051383)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CENPE
lipid oxidation (GO:0034440)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	ADIPOR1
lymphocyte mediated immunity (GO:0002449)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	JAG1
synaptic vesicle localization (GO:0097479)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	RAB27A
mature B cell differentiation involved in immune response (GO:0002313)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	FCGR2B
toll-like receptor 9 signaling pathway (GO:0034162)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	UNC93B1
transport along microtubule (GO:0010970)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CDC42
UV-damage excision repair (GO:0070914)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	POLD3
vascular process in circulatory system (GO:0003018)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	SCPEP1
mitotic DNA integrity checkpoint signaling (GO:0044774)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	TICRR
negative regulation of alcohol biosynthetic process (GO:1902931)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	PLEK
negative regulation of epidermal growth factor-activated receptor activity (GO:0007175)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CBL
negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	LRRK2
negative regulation of locomotion (GO:0040013)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	PTPN2
negative regulation of stem cell differentiation (GO:2000737)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	JAG1
plasma membrane repair (GO:0001778)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	MYOF
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	SLC11A1
positive regulation of calcium ion import (GO:0090280)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	LGALS3
positive regulation of calcium-mediated signaling (GO:0050850)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CCL4
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	SOCS1
positive regulation of cell aging (GO:0090343)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	ABI3
positive regulation of histone deacetylation (GO:0031065)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	VEGFA
positive regulation of lipid transport (GO:0032370)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	LRP1
positive regulation of protein localization to cell surface (GO:2000010)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	TYROBP
positive regulation of sodium ion transport (GO:0010765)	1/13	0.23103839499135687	0.4281739810519351	0	0	4.091060985797828	5.994105430085078	CNKSR3
regulation of Notch signaling pathway (GO:0008593)	3/83	0.23114288354712345	0.4281739810519351	0	0	1.8438287153652393	2.7006913507500574	KAT2B;JAG1;AAK1
heart development (GO:0007507)	5/164	0.23187953065401454	0.42920865505082567	0	0	1.5477270917920547	2.2620608850936925	KAT2B;ADAP2;HDAC9;MEF2D;VEGFA
regulation of DNA metabolic process (GO:0051052)	2/46	0.23448864269537908	0.43270875106880824	0	0	2.2334399269072636	3.2392654086626194	SMG1;TICRR
erythrocyte differentiation (GO:0030218)	2/46	0.23448864269537908	0.43270875106880824	0	0	2.2334399269072636	3.2392654086626194	PTPN2;VEGFA
positive regulation of nucleocytoplasmic transport (GO:0046824)	2/46	0.23448864269537908	0.43270875106880824	0	0	2.2334399269072636	3.2392654086626194	PRKCD;FLNA
positive regulation of organelle assembly (GO:1902117)	2/46	0.23448864269537908	0.43270875106880824	0	0	2.2334399269072636	3.2392654086626194	SPAG5;LCP1
vascular transport (GO:0010232)	3/84	0.23645065737341897	0.43599547381020637	0	0	1.8209721056068664	2.625870419660473	LRP1;SLCO3A1;SLC2A3
fatty acid metabolic process (GO:0006631)	4/124	0.2366627435446345	0.43605291432918136	0	0	1.6397306397306397	2.363047265642786	NAAA;CD36;AOAH;ADIPOR1
regulation of MAPK cascade (GO:0043408)	5/166	0.2392512575627356	0.43926814734550135	0	0	1.5283434232250963	2.1858994143497226	CD4;FLT3;LPAR1;PTPRJ;ADRB2
protein targeting (GO:0006605)	4/125	0.24097712666613633	0.43926814734550135	0	0	1.6260956674179814	2.3140207407451063	NCF1;MFN2;HOMER3;TRAK2
G1/S transition of mitotic cell cycle (GO:0000082)	3/85	0.24177950488129588	0.43926814734550135	0	0	1.798672974135283	2.553628371787511	GPR132;CDKN2C;CCNE2
regulation of DNA binding (GO:0051101)	2/47	0.24190930148925846	0.43926814734550135	0	0	2.1836962590731437	3.0990851572994003	DOT1L;PLAUR
regulation of synapse assembly (GO:0051963)	2/47	0.24190930148925846	0.43926814734550135	0	0	2.1836962590731437	3.0990851572994003	IL1RAP;TLR2
glycosphingolipid metabolic process (GO:0006687)	2/47	0.24190930148925846	0.43926814734550135	0	0	2.1836962590731437	3.0990851572994003	UGCG;STS
polyol metabolic process (GO:0019751)	2/47	0.24190930148925846	0.43926814734550135	0	0	2.1836962590731437	3.0990851572994003	INPPL1;PLCB2
positive regulation of cell-cell adhesion (GO:0022409)	2/47	0.24190930148925846	0.43926814734550135	0	0	2.1836962590731437	3.0990851572994003	CCL5;PLAUR
protein maturation by iron-sulfur cluster transfer (GO:0097428)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	BOLA2
antiviral innate immune response (GO:0140374)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CLPB
regulation of cAMP-dependent protein kinase activity (GO:2000479)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	ADRB2
branching involved in blood vessel morphogenesis (GO:0001569)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	VEGFA
cell junction maintenance (GO:0034331)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CSF1R
cellular copper ion homeostasis (GO:0006878)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	ARF1
cGMP-mediated signaling (GO:0019934)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CD36
regulation of lamellipodium organization (GO:1902743)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CDC42
detection of bacterium (GO:0016045)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CD1D
dicarboxylic acid catabolic process (GO:0043649)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	GLUL
endothelial cell differentiation (GO:0045446)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	JAG1
regulation of response to endoplasmic reticulum stress (GO:1905897)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	FCGR2B
renal absorption (GO:0070293)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	HBB
respiratory electron transport chain (GO:0022904)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SDHB
heterochromatin organization (GO:0070828)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SNAI1
response to UV-A (GO:0070141)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	TIMP1
response to X-ray (GO:0010165)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	XRCC6
sodium-independent organic anion transport (GO:0043252)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SLCO3A1
steroid catabolic process (GO:0006706)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	STS
manganese ion transport (GO:0006828)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SLC11A1
vascular endothelial growth factor signaling pathway (GO:0038084)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	VEGFA
vasodilation (GO:0042311)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	ADRB2
negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SNAI1
nuclear membrane disassembly (GO:0051081)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	PRKCA
nuclear migration (GO:0007097)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SYNE2
ovarian follicle development (GO:0001541)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	VEGFA
polarized epithelial cell differentiation (GO:0030859)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CDC42
positive regulation of alpha-beta T cell differentiation (GO:0046638)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	SOCS1
positive regulation of glucose metabolic process (GO:0010907)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	PTPN2
positive regulation of granulocyte macrophage colony-stimulating factor production (GO:0032725)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	LILRA2
positive regulation of lymphocyte migration (GO:2000403)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CCL5
positive regulation of protein-containing complex disassembly (GO:0043243)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	ADRB2
positive regulation of T cell chemotaxis (GO:0010820)	1/14	0.24642760797141816	0.43926814734550135	0	0	3.776171197223829	5.289233936920179	CCL5
